model,seed,case_id,prediction_path,prediction_sha256,checkpoint_sha256,input_sha256,macro_auroc,macro_ap,macro_f1,micro_auroc,micro_ap,micro_f1,brier,ece,mean_loss,mean_confidence,mean_entropy,clean_agreement,probability_shift,auroc_NORM,ap_NORM,f1_NORM,auroc_MI,ap_MI,f1_MI,auroc_STTC,ap_STTC,f1_STTC,auroc_CD,ap_CD,f1_CD,auroc_HYP,ap_HYP,f1_HYP
tcn,17,clean,methodology_supplement/results/predictions/smoke/tcn/seed_17/clean.npz,753173c2f757bdc6a7cc179ef9675f22df0d953571c9ca28c70d69ba7e8582e9,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,9c604de59a1c0b07521073e8a8e70d7770c114e8a100ef08a04440d5be5e257c,0.9382853495384065,0.8642927249394118,0.7591403510353469,0.9537480737159866,0.8937633834998875,0.8029197080291971,0.06842853873968124,0.08141044518537818,0.2313333632524704,0.9138908982276917,0.2092173753003722,1.0,0.0,0.95343235648334,0.9432653634968571,0.9043478260869565,0.9456845238095238,0.7700113873587339,0.6666666666666666,0.960933536276002,0.8970313639067404,0.7924528301886793,0.8402652200120554,0.775838049617267,0.717948717948718,0.9911111111111112,0.9353174603174602,0.7142857142857143
tcn,29,clean,methodology_supplement/results/predictions/smoke/tcn/seed_29/clean.npz,95a3937c7df9effd380f9ff4c88a6af42ab1d916c769f80637c0f10d60f2be5b,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,9c604de59a1c0b07521073e8a8e70d7770c114e8a100ef08a04440d5be5e257c,0.9489839097968795,0.8886871068611324,0.7922456927491253,0.9548880116526989,0.900517604836017,0.8278388278388278,0.06841331720352173,0.08363782893680037,0.22961738499151224,0.9127412438392639,0.2107986814284089,1.0,0.0,0.9574468085106382,0.9582056219849581,0.9122807017543859,0.9694940476190477,0.8684602732793523,0.7272727272727273,0.9553526128868595,0.867845769976465,0.8363636363636363,0.87040385774563,0.8024952976363153,0.7027027027027027,0.9922222222222222,0.9464285714285713,0.782608695652174
tcn,43,clean,methodology_supplement/results/predictions/smoke/tcn/seed_43/clean.npz,9730d6ced3b1fe01dc89e05a889c145c6e8c9e49041cc5966ae62744b27847a4,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,9c604de59a1c0b07521073e8a8e70d7770c114e8a100ef08a04440d5be5e257c,0.9313074077752305,0.8351717717729154,0.7314419319500989,0.9441430411010957,0.8642239819227883,0.7816901408450704,0.07901278883218765,0.09020462940260762,0.26726994958307604,0.9202909469604492,0.19604127206941832,1.0,0.0,0.9421918908069048,0.925199717620411,0.8947368421052632,0.933779761904762,0.6925227313502809,0.6666666666666666,0.9507864028411974,0.8552122492816101,0.7931034482758621,0.8553345388788427,0.8099829841416868,0.7027027027027027,0.9744444444444444,0.8929411764705882,0.6
tcn,17,band_0p05_5__n101__electrode__snr0,methodology_supplement/results/predictions/smoke/tcn/seed_17/band_0p05_5__n101__electrode__snr0.npz,235132e0f00a54a90a6be68ffc7087c209101cfce79a832221af8eb1e7a56dc5,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,546327a4011814163584bcbbf376cf71e965cf349571bc5b9d8cf1190d4edfb0,0.8761371795477213,0.7471613710867917,0.3731036215627273,0.6246648793565683,0.399701848263617,0.35502958579881655,0.23303313553333282,0.29195457557216287,0.6925534440203127,0.7912235260009766,0.43900583520115277,0.564,0.32606980204582214,0.9152950622240064,0.8956203765095843,0.037037037037037035,0.8080357142857142,0.5511826447570494,0.33707865168539325,0.8508371385083714,0.7091738963097824,0.6086956521739131,0.8420735382760699,0.7095521600797645,0.3684210526315789,0.9644444444444444,0.8702777777777777,0.5142857142857142
tcn,29,band_0p05_5__n101__electrode__snr0,methodology_supplement/results/predictions/smoke/tcn/seed_29/band_0p05_5__n101__electrode__snr0.npz,f5aa4b87e9f008f7f422592c7c7c007075304fdb723a773f3fc5d20f87612699,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,546327a4011814163584bcbbf376cf71e965cf349571bc5b9d8cf1190d4edfb0,0.8689392250116663,0.6867494151514719,0.37110412160804096,0.5444048046273037,0.3925662940291885,0.36619718309859156,0.2598147690296173,0.3207030123695731,0.8149731806841694,0.7733525037765503,0.4607174799183811,0.564,0.3677755296230316,0.9273384183059012,0.9373587043128183,0.0,0.865327380952381,0.6133414948300507,0.2882882882882883,0.821917808219178,0.6740564599165753,0.6153846153846154,0.8312236286919831,0.6442381100216483,0.425531914893617,0.8988888888888888,0.5647523066762664,0.5263157894736842
tcn,43,band_0p05_5__n101__electrode__snr0,methodology_supplement/results/predictions/smoke/tcn/seed_43/band_0p05_5__n101__electrode__snr0.npz,42b2f8e38eb08a9038e6790d0551f67bc3b5e1c0227e8b8c76b3d65ca6a2758c,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,546327a4011814163584bcbbf376cf71e965cf349571bc5b9d8cf1190d4edfb0,0.8956604504436101,0.752742328927032,0.35980383085973144,0.6877203352261932,0.444566149869795,0.3465909090909091,0.2058495134115219,0.27275916401296846,0.5894376011032975,0.787153422832489,0.4459666322673137,0.564,0.301522821187973,0.9124849458048976,0.9138962568597147,0.037037037037037035,0.8467261904761905,0.5496304727193861,0.32653061224489793,0.8954845256215118,0.760286710911428,0.6086956521739131,0.8758288125376732,0.7333109025573292,0.3652173913043478,0.9477777777777777,0.8065873015873016,0.46153846153846156
tcn,17,band_0p05_5__n101__electrode__snr10,methodology_supplement/results/predictions/smoke/tcn/seed_17/band_0p05_5__n101__electrode__snr10.npz,6c34029269aac8c345653c1637c2482954752df021f7daafcbe580d78a8d79c3,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bbfb3cb0e392dc680f6437ee861a7ce19914b0e58f74ee554c7334558f79488c,0.9315974288594356,0.851879242106176,0.7300480370693136,0.9468873361339216,0.8749281973885429,0.7697841726618705,0.07555091381072998,0.08949060958623886,0.2504350922196408,0.883141279220581,0.27607409482045403,0.924,0.057550664991140366,0.9446005620232839,0.9305028462802443,0.9038461538461539,0.9233630952380952,0.7042827729653713,0.6363636363636364,0.9639776763064434,0.9139928708178495,0.8,0.8360458107293549,0.7699760092374694,0.5957446808510638,0.99,0.9406417112299464,0.7142857142857143
tcn,29,band_0p05_5__n101__electrode__snr10,methodology_supplement/results/predictions/smoke/tcn/seed_29/band_0p05_5__n101__electrode__snr10.npz,cef02539dd0cc27cf93dff9c21d278a8a9f385d2b28f78a5c0477e00499e9fb8,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bbfb3cb0e392dc680f6437ee861a7ce19914b0e58f74ee554c7334558f79488c,0.9495161293924081,0.8815247622849028,0.7301979729089704,0.9506871292562961,0.8929505361724193,0.7615658362989324,0.07267460972070694,0.0947951968945563,0.24284522423679822,0.8807859420776367,0.28365062194054563,0.928,0.06853535771369934,0.958249698916098,0.9596905819515439,0.8627450980392157,0.9724702380952381,0.8523598644003055,0.5925925925925926,0.9589041095890412,0.8952680639308632,0.8333333333333334,0.8746232670283303,0.7876737221944328,0.6666666666666666,0.9833333333333334,0.9126315789473683,0.6956521739130435
tcn,43,band_0p05_5__n101__electrode__snr10,methodology_supplement/results/predictions/smoke/tcn/seed_43/band_0p05_5__n101__electrode__snr10.npz,f8f0f09eae77103335e0ce6455dd33544e76af9fe1116521e13fca603eae7e88,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bbfb3cb0e392dc680f6437ee861a7ce19914b0e58f74ee554c7334558f79488c,0.9339697408053308,0.8440662266138348,0.744722556434344,0.9461907073948196,0.8667111993103492,0.7793103448275862,0.0749528631567955,0.08009552262909711,0.2529270303236275,0.8883398771286011,0.26460083644591226,0.936,0.05384387448430061,0.9337615415495784,0.9173951524313527,0.8785046728971962,0.9441964285714286,0.724625420535347,0.6274509803921569,0.95636732623034,0.8763145073682799,0.8275862068965517,0.8577456298975287,0.8038763946145369,0.723404255319149,0.9777777777777779,0.8981196581196581,0.6666666666666666
tcn,17,band_0p05_5__n101__independent_rms__snr0,methodology_supplement/results/predictions/smoke/tcn/seed_17/band_0p05_5__n101__independent_rms__snr0.npz,56321f9a50c9f3c216987f051ce6ed65107230e51d775fbbd302973ec0335fd0,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,776ebe08c2f401332e0cb15cf25d64909817955d25018cc5a5609c9dbeb99e2b,0.8885853861964685,0.768099147607668,0.522936914936915,0.775474446391252,0.5475800631113783,0.4918032786885246,0.16749094426631927,0.20684206277132036,0.5000620088103566,0.8017558455467224,0.426733144898648,0.698,0.24203139543533325,0.9076676033721396,0.8919827618023213,0.45714285714285713,0.8898809523809523,0.6301220756204062,0.49230769230769234,0.8807711821410451,0.7502039631464574,0.6296296296296297,0.8034960819770947,0.6922470878450946,0.3956043956043956,0.9611111111111111,0.8759398496240601,0.64
